"保存フラグ","商品・役務名","類似群コード"
"09","音声・音楽・音響・映像・振動等のエフェクトを伴う電子出版物","26A01,26D01"
"09","教材（電子出版物）","26A01,26D01"
"09","訓練用手引書（電子出版物）","26A01,26D01"
"09","携帯電話によるダウンロード可能な電子雑誌","26A01,26D01"
"09","娯楽分野の塗り絵帳・子供向けアクティビティブック・雑誌の性質を持つダウンロード可能な電子出版物","26A01,26D01"
"09","雑誌・新聞・定期刊行物・ムック・ゲームの攻略本・双書・漫画本・書籍・絵はがき・楽譜・歌集・カタログ・時刻表・地図・辞書・ニューズレター又はパンフレットを内容とする電子出版物","26A01,26D01"
"09","雑誌を内容とする電子出版物","26A01,26D01"
"09","図表（電子出版物）","26A01,26D01"
"09","電子メールでダウンロード可能な新商品に関する情報・映画に関する情報・娯楽に関する情報・飲食店に関する情報・結婚式場に関する情報及びその他の各種情報を内容とする電子メールマガジン","26A01,26D01"
"09","電子回路・磁気ディスク・磁気テープ・光ディスク・光磁気ディスクに記録した電子出版物","26A01,26D01"
"09","電子出版物（電気通信回線を通じてダウンロードにより販売されるものを含む。）","26A01,26D01"
"09","電子出版物の文字データ・画像データ等を記憶させた電子回路・ＣＤ－ＲＯＭ・ＤＶＤ等の記録媒体","26A01,26D01"
"09","電子書籍","26A01,26D01"
"09","報告書（電子出版物）","26A01,26D01"
"09","漫画本・子供向け書籍・攻略本の性質を持つダウンロード可能な電子出版物","26A01,26D01"
"09","コメディ・ドラマ・アクション・アドベンチャー・アニメを内容とするテレビ放映用映画フィルム","26D01"
"09","コメディ・ドラマ・アクション・アドベンチャー・アニメを内容とする映画フィルム","26D01"
"09","ＤＶＤ（未記録のもの）","11B01,11C01"
"09","ＵＳＢハブ","11C01"
"09","アプリケーションソフトウェアその他のコンピュータソフトウェア","11C01"
"09","インターネットからダウンロード可能なアプリケーションソフトウエア","11C01"
"09","インターネットからダウンロード可能なコンピュータプログラム","11C01"
"09","インターネットを利用した受信し及び保存することができる音楽ファイル","24E02"
"09","インターネットを利用した受信し及び保存することができる画像ファイル","24E02,26D01"
"09","インターネットを利用してダウンロード可能なコンピュータソフトウェア","11C01"
"09","インターネットを利用して受信し、及び保存することができる音楽ファイル又は音声ファイル","24E02"
"09","インターネットを利用して受信し、及び保存することができる音声・音楽ファイル","24E02"
"09","インターネットを利用して受信し、及び保存することができる画像・映像・映画ファイル","24E02,26D01"
"09","インターネットを利用して受信し、及び保存することができる画像ファイル又は映像ファイル","24E02,26D01"
"09","インターネットを利用して受信し及び保存することができる音楽ファイル又は音声ファイル","24E02"
"09","インターネットを利用して受信し及び保存することができる音声ファイル又は音楽ファイル","24E02"
"09","インターネットを利用して受信し及び保存することができる画像・動画ファイル","24E02,26D01"
"09","インターネットを利用して受信し及び保存することができる画像ファイル又は映像ファイル","24E02,26D01"
"09","インターネットを利用して受信し及び保存することが出来る音楽ファイル","24E02"
"09","インターネットを利用して受信し及び保存することが出来る画像ファイル","24E02,26D01"
"09","インターネットを利用して受信し保存することができる音楽ファイル","24E02"
"09","インターネットを利用して受信し保存することができる画像ファイル","24E02,26D01"
"09","ウェブサイト上で健康に関する情報交換をするためのコンピュータプログラム","11C01"
"09","オーディオビジュアル装置","11B01"
"09","オーディオレシーバー","11B01"
"09","オーディオ機器","11B01"
"09","ガス検知器","10C01"
"09","ガス漏れ警報機","09G04"
"09","クラウドコンピューティング用コンピュータソフトウェア","11C01"
"09","ゲーム用プログラムを記憶させた電子回路・記録媒体","09G53,11C01,24A01"
"09","コンタクトレンズ容器","23B01"
"09","コンテンツ保護用コンピュータソフトウエア","11C01"
"09","コンピューターハードウェア","11C01"
"09","コンピューター周辺機器","11C01"
"09","コンピュータウイルスや不正侵入などの脅威からコンピュータネットワークを保護するためのセキュリティ機能を統合管理するコンピュータハードウエア","11C01"
"09","コンピュータゲーム用ソフトウエア","11C01"
"09","コンピュータソフトウェア（インターネットからダウンロード可能なソフトウェアを含む。）","11C01"
"09","コンピュータソフトウェア（ダウンロード可能なものを含む。）","11C01"
"09","コンピュータソフトウエア（記憶させたもの）","11C01"
"09","コンピュータネットワークを介してダウンロード可能な電子計算機用プログラム","11C01"
"09","コンピュータネットワークを通じてダウンロードされるスクリーンセーバー及び壁紙用のコンピュータプログラム・その他のコンピュータプログラム","11C01"
"09","コンピュータネットワークを通じてダウンロードされる携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末の待ち受け画面作動用プログラム","11C01"
"09","コンピュータネットワークを通じてダウンロードされる携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末の待ち受け画面用画像データ","24E02,26D01"
"09","コンピュータネットワークを通じて提供されるダウンロード可能な音楽・電子出版物・コンピュータプログラム","11C01,24E02,26A01,26D01"
"09","コンピュータネットワークを通じて提供されるダウンロード可能な教育・文化・娯楽・スポーツ・映画等の映像（動画を含む。）","24E02,26D01"
"09","コンピュータネットワークを通じて提供されるダウンロード可能な電子計算機用ゲームプログラム","11C01"
"09","コンピュータネットワーク及び通信ネットワークへの安全な遠隔からのアクセスを提供するためのコンピュータ及びコンピュータソフトウェア","11C01"
"09","コンピュータネットワーク用ハードウェア","11C01"
"09","コンピュータネットワーク用ハブ・スイッチ・ルーター","11B01,11C01"
"09","コンピュータのデータセキュリティ用コンピュータソフトウェアその他のコンピュータソフトウェア","11C01"
"09","コンピュータの部品及び附属品","11C01"
"09","コンピュータハードウェア及びその部品","11C01"
"09","コンピュータプログラムを記憶させたＣＤ－ＲＯＭ","11C01"
"09","コンピュータプログラムを記憶させた電子回路・磁気ディスク・磁気テープ・磁気カード・光ディスク・メモリーカード・その他の記録媒体","11C01"
"09","コンピュータプログラム及びソフトウェア","11C01"
"09","コンピュータユーティリティソフトウエア","11C01"
"09","コンピュータ及びネットワークセキュリティに関しコンピュータの利用者に情報を提供し教育するためのコンピュータソフトウエア及び電子出版物","11C01,26A01,26D01"
"09","コンピュータ用アプリケーションソフトウェア","11C01"
"09","コンピュータ用ゲームソフトウエア（記憶されたもの）","11C01"
"09","サーバーコンピュータ及びそのコンピュータソフトウエア","11C01"
"09","スクリーンセーバー・壁紙・待受け画面用のコンピュータプログラムを記憶させた記録媒体","11C01"
"09","スタイラスペン","11B01,11C01"
"09","スティック状のＵＳＢメモリーカード","11C01"
"09","スマートフォン・タブレットコンピュータ・タブレット端末用フリップカバー","11B01,11C01"
"09","スマートフォン・タブレット型コンピュータ用アプリケーションソフトウェア","11C01"
"09","スマートフォン及びその附属品","11B01,11C01"
"09","スマートフォン及びその部品並びに附属品","11B01,11C01"
"09","スマートフォン又は移動電話機用ホルダー","11B01,11C01"
"09","スマートフォン又は携帯電話機用の無線ヘッドセット","11B01,11C01"
"09","スマートフォン又は携帯電話機用保護カバー","11B01,11C01"
"09","スマートフォン用アクセサリー","11B01,11C01"
"09","スマートフォン用ケース、カバーその他のスマートフォン用の部品及び付属品","11B01,11C01"
"09","スマートフォン用ケース及びカバー","11B01,11C01"
"09","スマートフォン用ゲームプログラムを記憶させた電子回路・ＣＤ－ＲＯＭ・ＤＶＤ・磁気テープ・磁気ディスク・光ディスク・カートリッジ・カセット及びその他の記録媒体","11C01"
"09","ソーシャルネットワーキング用コンピュータソフトウェアプラットフォーム","11C01"
"09","ソケットその他の電気接続具","11A01"
"09","ダウンロードもしくはインストール可能な業務用ビデオゲーム機用プログラム及び追加データ","09G53"
"09","ダウンロードもしくはインストール可能な携帯電話機用プログラム及び追加データ","11C01"
"09","ダウンロード可能なアイコン用画像データ","24E02,26D01"
"09","ダウンロード可能なキャラクター画像","24E02,26D01"
"09","ダウンロード可能なゲーム用プログラム","09G53,11C01,24A01"
"09","ダウンロード可能なコンピュータアプリケーションソフトウェア","11C01"
"09","ダウンロード可能なコンピュータソフトウェアプログラム","11C01"
"09","ダウンロード可能なコンピュータのスクリーンセーバー用のソフトウェア","11C01"
"09","ダウンロード可能なスマートフォン及び携帯情報端末用ゲームプログラム","11C01"
"09","ダウンロード可能なパーソナルコンピュータ用のゲームプログラム","11C01"
"09","ダウンロード可能な移動体電話用又は電子計算機用プログラム","11C01"
"09","ダウンロード可能な映像ファイル","24E02,26D01"
"09","ダウンロード可能な映像又は動画","24E02,26D01"
"09","ダウンロード可能な音楽・音声・映像・画像","24E02,26D01"
"09","ダウンロード可能な音楽・画像又は映像","24E02,26D01"
"09","ダウンロード可能な音楽ファイル及び音声ファイル","24E02"
"09","ダウンロード可能な音楽ファイル又は音声ファイル","24E02"
"09","ダウンロード可能な音声・音楽・画像・映像及び文字データ","24E02,26A01,26D01"
"09","ダウンロード可能な音声・音楽ファイル","24E02"
"09","ダウンロード可能な家庭用テレビゲーム機用プログラム及び追加データ","24A01"
"09","ダウンロード可能な画像（動画・静止画を含む。）・音楽・音声","24E02,26D01"
"09","ダウンロード可能な画像・映像・映画・音楽・音声・動画・文字・図表","24E02,26A01,26D01"
"09","ダウンロード可能な画像・映像・文字・図表","24E02,26A01,26D01"
"09","ダウンロード可能な画像データ","24E02,26D01"
"09","ダウンロード可能な携帯情報端末機用ゲームプログラム","11C01"
"09","ダウンロード可能な携帯電話機及びその他の携帯用通信機械器具用プログラム","11C01"
"09","ダウンロード可能な携帯電話機用のアプリケーションソフトウェア","11C01"
"09","ダウンロード可能な携帯電話用・スマートフォン用又はコンピュータ用アプリケーションソフトウェア","11C01"
"09","ダウンロード可能な経路探索用コンピュータソフトウェア","11C01"
"09","ダウンロード可能な経路誘導用コンピュータプログラム","11C01"
"09","ダウンロード可能な地図情報用コンピュータソフトウェア","11C01"
"09","ダウンロード可能な電子計算機用プログラム及び追加データ","11C01"
"09","ダウンロード可能な電子書籍・電子雑誌","26A01,26D01"
"09","ダウンロード可能な表示画面付きゲームおもちゃ用プログラム","24A01"
"09","ダウンロード可能な壁紙用画像データ","24E02,26D01"
"09","タブレットコンピュータ用カバー","11C01"
"09","タブレットコンピュータ用ケース","11C01"
"09","タブレットコンピュータ用の附属品","11C01"
"09","タブレットコンピュータ用液晶保護シート","11C01"
"09","タブレット型コンピューター","11C01"
"09","タブレット型コンピューター専用ケース","11C01"
"09","タブレット型コンピュータ用ケース及びカバー","11C01"
"09","タブレット型コンピュータ用スタンド","11C01"
"09","タブレット型コンピュータ用保護ケース","11C01"
"09","タブレット型電子情報端末装置用ケース、カバーその他のタブレット型電子情報端末装置用の部品及び付属品","11B01,11C01"
"09","タブレット端末","11B01,11C01"
"09","データ・コンピュータ・コンピュータソフトウエア・コンピュータネットワークの完全な状態を保護又は回復するためのコンピュータハードウエア及びコンピュータソフトウエア","11C01"
"09","データのバックアップ及び回復のためのコンピュータソフトウエア","11C01"
"09","データの秘密性を保護し強化するためのコンピュータハードウエア及びコンピュータソフトウエア","11C01"
"09","データの有効性及びコンピュータのインフラストラクチャーを保護又は回復するためのコンピュータハードウエア及びコンピュータソフトウエア","11C01"
"09","データベースの処理を行うためのコンピュータソフトウェア","11C01"
"09","データベース同期化用コンピュータソフトウエア","11C01"
"09","データベース用コンピュータソフトウェア","11C01"
"09","データ処理機器","11C01"
"09","データ処理用コンピュータプログラム","11C01"
"09","デジタルカメラ用ストラップ","11B01"
"09","デジタルスチルカメラ及びデジタルモーションカメラ","11B01"
"09","デジタル音楽ファイルの処理用のコンピュータソフトウェア","11C01"
"09","テレビ","11B01"
"09","パーソナルコンピュータ用ソフトウェア","11C01"
"09","パーソナルコンピュータ用のゲームプログラムを記憶させた電子回路・記録媒体","11C01"
"09","ビデオサーチ・注釈付け用コンピュータソフトウエア","11C01"
"09","ファイアウォール用コンピュータソフトウエア","11C01"
"09","プラグその他の電気接続具","11A01"
"09","プログラマブルコントローラー","11C01"
"09","プログラマブルロジックコントローラ","11C01"
"09","プログラマブル表示器","11C01"
"09","マイクロフォン並びにその部品及び附属品","11B01"
"09","マイクロプロセッサモジュール","11C01"
"09","マウス（コンピューター周辺機器）","11C01"
"09","マウス（データ処理装置）","11C01"
"09","マスコット人形付き携帯電話用ストラップ","11B01"
"09","ユーザーが一般的関心事に関する情報を求めてインターネットを検索することを可能にする携帯電話及び携帯機器用のダウンロード可能なコンピュータソフトウェア","11C01"
"09","ユーザーが情報・コンタクト及びアプリケーションを求めて携帯電話及び携帯機器のコンテンツを検索することを可能にする携帯電話及び携帯機器用のダウンロード可能なコンピュータソフトウェア","11C01"
"09","ユーザーの位置検出及び関連地域の一般的関心事に関する情報の表示をするための携帯電話及び携帯機器用のダウンロード可能なコンピュータソフトウェア","11C01"
"09","ラップトップ型コンピューター","11C01"
"09","ラップトップ型コンピュータ用保護カバー","11C01"
"09","ロボットの形をしたスマートフォン","11B01,11C01"
"09","移動体電話機用コンピュータプログラム及び追加データ","11C01"
"09","移動体電話機用ストラップ及びネックピース","11B01"
"09","移動電話機及び携帯電話機用のコンピュータゲームソフトウエア","11C01"
"09","医療用診断画像を表示・解析又は処理するためのコンピュータプログラム","11C01"
"09","煙感知器","09G04"
"09","音楽及び音響の制作及び編集用のコンピュータソフトウェア","11C01"
"09","音響・映像及びデータの記録用・送信用・受信用・処理用又は再生用の装置並びにそれらの部品及び附属品","11B01,11C01"
"09","音声認識用コンピュータプログラム","11C01"
"09","家庭用・業務用・コンピュータ用無線式ゲームソフトウェア","09G53,11C01,24A01"
"09","家庭用テレビゲームおもちゃ用又は携帯用液晶画面ゲームおもちゃ用のゲームプログラム及びそれらを記録した記録媒体","24A01"
"09","家庭用テレビゲーム機用のプログラムを記憶させた電子回路・磁気カード・ＣＤ－ＲＯＭ・ＤＶＤ－ＲＯＭ・ＲＯＭカートリッジその他の記録媒体","24A01"
"09","家庭用テレビゲーム機用のプログラムを記憶させた電子回路・磁気ディスク・磁気テープ・磁気カード・光ディスク・メモリーカード・その他の記録媒体","24A01"
"09","家庭用テレビゲーム機用バッテリー","11A03"
"09","家庭用テレビゲーム機用プログラム（電気通信ネットワークを通じてダウンロードできるものを含む。）","24A01"
"09","家庭用テレビゲーム機用プログラムを記憶させた電子回路・メモリーカード・光ディスク・その他の記録媒体","24A01"
"09","家庭用テレビゲーム機用プログラム及び追加データ","24A01"
"09","家庭用テレビゲーム機用充電器","24A01"
"09","家庭用テレビゲーム用プログラム","24A01"
"09","貨幣両替機","09D01,09E21"
"09","画像・映像・音声情報を記憶させた記録媒体","24E02,26D01"
"09","画像処理用コンピュータプログラム及びソフトウェア","11C01"
"09","画像処理用のコンピュータソフトウェア","11C01"
"09","学習用のコンピュータソフトウェア","11C01"
"09","眼鏡・サングラスケース","23B01"
"09","眼鏡型拡大鏡","10B01"
"09","規制コンプライアンスを監視・報告・実行するためのコンピュータソフトウエア","11C01"
"09","記録されたコンピュータプログラム","11C01"
"09","記録済みコンピュータプログラム","11C01"
"09","記録済みのデータ記録媒体","09G53,11C01,24A01,24E01,24E02,26A01,26D01"
"09","教育用映像周波機械器具・教育用音声周波機械器具・その他の教育用視聴覚機械器具","10B01,11B01"
"09","業務用テレビゲーム機用のプログラム","09G53"
"09","業務用テレビゲーム機用のプログラムを記憶させた電子回路・磁気ディスク・磁気テープ・磁気カード・光ディスク・メモリーカード・その他の記録媒体","09G53"
"09","業務用テレビゲーム機用プログラムを記憶させた電子回路・メモリーカード・光ディスク・その他の記録媒体","09G53"
"09","業務用テレビゲーム機用プログラムを記憶させた電子回路・記録媒体","09G53"
"09","業務用テレビゲーム機用プログラム及び追加データ","09G53"
"09","緊急通報システム用通信装置","11B01"
"09","携帯チャームを付したゴム製の携帯電話機用ストラップ","11B01"
"09","携帯可能なバッテリー","11A03"
"09","携帯型デジタル音楽プレイヤー用コンピュータプログラム及び追加データ","11C01"
"09","携帯型音楽プレーヤーの機能拡張用接続器","11B01"
"09","携帯情報端末の表示画面保護フィルム","11B01,11C01"
"09","携帯情報端末機","11B01,11C01"
"09","携帯情報端末用コンピュータプログラム及び追加データ","11C01"
"09","携帯電話カバー","11B01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末の画面保護用フィルム","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末の機能拡張用接続器","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用アクセサリー","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用アプリケーションソフトウェア","11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用ゲームプログラム","11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用ストラップ","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用のケース又はカバー","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用のスクリーンクリーナ付きのストラップ","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用の無線ヘッドセット","11B01,11C01"
"09","携帯電話機・スマートフォン・タブレットコンピュータ・タブレット端末用ホルダー","11B01,11C01"
"09","携帯電話機・スマートフォン用プログラム","11C01"
"09","携帯電話機のイヤホンジャック用防塵具にチェーンを介して装飾板を付けた防塵具","11B01"
"09","携帯電話機の画面保護用フィルム","11B01"
"09","携帯電話機及びその他の携帯用通信機械器具用プログラムを記憶させた電子回路・記録媒体","11C01"
"09","携帯電話機用ケース、カバーその他の携帯電話機用の部品及び付属品","11B01"
"09","携帯電話機用ケース又はカバー","11B01"
"09","携帯電話機用のケース","11B01"
"09","携帯電話機用のスクリーンクリーナー付きのストラップ","11B01"
"09","携帯電話機用のプログラムを記憶させた記憶媒体","11C01"
"09","携帯電話機用のプログラムを記憶させた電子回路・磁気ディスク・光ディスク・光磁気ディスク・磁気テープ・ＲＯＭカード・ＲＯＭカートリッジ・ＣＤ－ＲＯＭ・ＤＶＤ－ＲＯＭ・メモリーカード","11C01"
"09","携帯電話機用の充電器","11B01"
"09","携帯電話機用経路探索用プログラム","11C01"
"09","携帯電話機用経路誘導用プログラム","11C01"
"09","携帯電話機用保護フィルム","11B01"
"09","携帯電話用・スマートフォン用又はコンピュータ用アプリケーションソフトウェアを記憶させた記録媒体","11C01"
"09","携帯電話用ケース","11B01"
"09","携帯電話用ゲームプログラム又はその追加データを記憶させた電子回路・ＣＤ－ＲＯＭ・ＤＶＤ・磁気テープ・磁気ディスク・光ディスク・カートリッジ・カセット及びその他の記録媒体","11C01"
"09","携帯電話用ソフトウェア","11C01"
"09","携帯電話用のダウンロード可能な着信音","24E02"
"09","携帯電話用ホルダー","11B01"
"09","携帯用オーディオスピーカー","11B01"
"09","携帯用液晶画面ゲームおもちゃ用ゲームソフトウェア","24A01"
"09","携帯用液晶画面ゲーム機用のプログラムを記憶させた電子回路・磁気カード・ＣＤ－ＲＯＭ・ＤＶＤ－ＲＯＭ・ＲＯＭカートリッジその他の記録媒体","24A01"
"09","携帯用液晶画面ゲーム機用のプログラムを記憶させた電子回路・磁気ディスク・磁気テープ・磁気カード・ＣＤ－ＲＯＭ・光ディスク・その他の記録媒体","24A01"
"09","携帯用液晶画面ゲーム機用のプログラムを記憶させた電子回路・磁気ディスク・磁気テープ・磁気カード・光ディスク・メモリーカード・その他の記録媒体","24A01"
"09","携帯用液晶画面ゲーム機用のプログラムを記憶させた電子回路及びＣＤーＲＯＭ","24A01"
"09","携帯用液晶画面ゲーム機用プログラム（電気通信ネットワークを通じてダウンロードできるものを含む。）","24A01"
"09","携帯用液晶画面ゲーム機用プログラムを記憶させた電子回路・メモリーカード・光ディスク・その他の記録媒体","24A01"
"09","経路探索用コンピュータソフトウェア","11C01"
"09","計測機械器具","10C01"
"09","検索エンジン用コンピュータソフトウェア","11C01"
"09","娯楽の分野の雑誌・書籍を内容とするダウンロード可能な電子出版物","26A01,26D01"
"09","光学機械器具並びにその部品及び附属品","10B01"
"09","光学式文字読み取り装置","11C01"
"09","光伝導フィラメント（光ファイバー）","11A05"
"09","産業用ロボットの構成を最適化するための２次元または３次元シミュレーション用コンピュータソフトウェア","11C01"
"09","産業用ロボットの診断・管理・データ処理を行うコンピュータプログラム及びコンピュータソフトウェア","11C01"
"09","時計およびクロノグラフ機能付き携帯情報端末","11B01,11C01"
"09","自撮り棒","11B01,11C01"
"09","自動車用インストルメントクラスター","10C01"
"09","自動車用後方確認用カメラ","11B01"
"09","手持ち型コンピュータ","11C01"
"09","充電ケーブル","11A05"
"09","充電器用ケーブル","11A05"
"09","情報のインデックス・ウェブサイトのインデックス及び他の情報源のインデックスの作成用のダウンロード可能なコンピュータソフトウェア","11C01"
"09","情報処理装置","11C01"
"09","情報通信を行うコンピュータソフトウェアを記録させた記録媒体","11C01"
"09","新聞・雑誌・書籍・地図・図面・写真の画像及び文字を記憶させた電子回路・記録媒体","24E02,26A01,26D01"
"09","身体に装着可能なコンピュータ周辺機器","11C01"
"09","身体の歪みや平衡（バランス）度合いを測定するための測定機械器具","10C01"
"09","人工知能の分野のコンピュータソフトウェア","11C01"
"09","人工知能プログラムを搭載したロボット型電子応用機械器具","11C01,11C02"
"09","全地球位置測位装置","11B01"
"09","全地球測位システム（ＧＰＳ）を利用した携帯情報端末","11B01,11C01"
"09","双方向マルチメディア用コンピュータプログラム","11C01"
"09","双方向性娯楽用のコンピュータソフトウェア","11C01"
"09","測定機械器具及びその部品並びに附属品","10C01"
"09","測定機械器具並びにその部品及び付属品","10C01"
"09","測定用機械器具","10C01"
"09","太陽光発電装置並びにその部品及び附属品","11A01,11A03"
"09","太陽電池パネル","11A01,11A03"
"09","知的所有権に関する情報を記録した光ディスク・光磁気ディスク・磁気ディスク","24E02,26A01,26D01"
"09","地図・図面・音声・画像・映像・文字情報を記憶させた記録媒体","24E02,26A01,26D01"
"09","通信ネットワークを通じてダウンロードが可能な音声・音楽","24E02"
"09","通信ネットワークを通じてダウンロード可能な画像ファイル","24E02,26D01"
"09","電気回路遮断器","11A01"
"09","電気磁気測定器並びにその部品及び附属品","11A04"
"09","電気通信機械器具の部品","11B01"
"09","電気通信機械器具及びその部品並びに付属品","11B01"
"09","電気通信機械器具並びにそれらの部品及び附属品","11B01"
"09","電子キー及びその部品及び附属品","09G55,09G99,11C01"
"09","電子サイレン","09G04"
"09","電子センサー","10C01"
"09","電子応用機械器具及びその部品並びに付属品","11C01,11C02"
"09","電子応用機械器具及び部品","11C01,11C02"
"09","電子応用機械器具並びにそれらの部品及び附属品","11C01,11C02"
"09","電子加熱式手持型喫煙器具用バッテリー","11A03"
"09","電子回路（電子計算機用プログラムを記憶させた電子回路を除く。）","11C01"
"09","電子楽器用自動演奏プログラムを記憶させた電子回路・メモリーカード・光ディスク・その他の記録媒体","24E01"
"09","電子楽器用自動演奏プログラムを記憶させた電子回路及びＣＤーＲＯＭ","24E01"
"09","電子計算機・携帯電話機・スマートフォン又は携帯情報端末用ゲームプログラム又はゲームソフトウエア","11C01"
"09","電子計算機端末装置","11C01"
"09","電子計算機用のプログラムを記憶させた光ディスク・光磁気ディスク・磁気ディスク","11C01"
"09","電子計算機用のプログラムを記憶させた電子回路及び記憶媒体","11C01"
"09","電子計算機用バッテリー","11A03"
"09","電子計算機用プログラムを記憶させた電子回路・メモリーカード・光ディスク・その他の記録媒体","11C01"
"09","電子計算機用プログラムを記憶させた電子回路・記録媒体","11C01"
"09","電子計算機用プログラムを記憶させた電子回路・磁気ディスク・光ディスク・光磁気ディスク・磁気テープ・ＲＯＭカード・ＲＯＭカートリッジ・ＣＤ－ＲＯＭ・ＤＶＤ－ＲＯＭ・メモリーカード","11C01"
"09","電子計算機用プログラムを操作・実行するためのコンピュータ用マニュアル（記憶媒体に記録されたもの）","26A01,26D01"
"09","電子計算機用ラベルプリンター","11C01"
"09","電子計算機用充電器","11C01"
"09","電子商取引用コンピュータソフトウェア","11C01"
"09","電力制御装置","11A01"
"09","電話機用カバー","11B01"
"09","燃料電池発電装置及びその部品","11A01,11A03"
"09","配電用又は制御用の機械器具及びその部品・附属品","11A01"
"09","配電用又は制御用の機械器具並びにその部品及び附属品","11A01"
"09","売上金精算・管理用コンピュータ処理装置","11C01"
"09","半導体基板","11C01"
"09","壁紙用画像データを記憶させた記録媒体","24E02,26D01"
"09","保安用ヘルメット並びにその部品及び附属品","09G05"
"09","保護ヘルメット","09G05"
"09","防災被服","17A06"
"09","漫画を主体とする電子出版物","26A01,26D01"
"09","無線通信装置","11B01"
"09","無線電子携帯装置・携帯電話・携帯型電子端末用コンピュータゲームソフトウェア","11C01"
"09","理化学機械器具並びにその部品及び附属品","10A01"
"09","録音・録画済みＤＶＤ及びＣＤ－ＲＯＭ","24E02,26D01"
"09","録音済みのコンパクトディスク・カセットテープ","24E02"
"09","録音済みの電子回路・メモリーカード・光ディスク・その他の記録媒体","24E02"
"09","録音済み又は録画済みのＣＤ・ＤＶＤ・その他の記録媒体","24E02,26D01"
"09","録音済み又は録画済み記録媒体","24E02,26D01"
"09","録音又は録画済みＣＤ－ＲＯＭ・ＤＶＤ・コンパクトディスク・磁気ディスク・光磁気ディスク","24E02,26D01"
"09","録音又は録画済みの磁気式又は光学式記録媒体","24E02,26D01"
"09","録画済みのＤＶＤ・ビデオディスク・ビデオテープ","24E02,26D01"
"09","録画済みのコンパクトディスク","24E02,26D01"
"09","録画済みの記録媒体","24E02,26D01"
"09","録画済みビデオディスク","24E02,26D01"
"09","録画済みビデオディスク・ビデオテープ・コンパクトディスク","24E02,26D01"
"09","腕時計型携帯情報端末用バンド","11B01,11C01"
"10","ウエスト用支持包帯","01C01"
"10","ほ乳用具","01C01"
"10","化学物質を充てんした患部用保温保冷具","01C01"
"10","関節用弾性包帯","01C01"
"10","魔法ほ乳器","01C01"
"10","業務用電気式美容マッサージ器","09E25"
"10","業務用頭皮マッサージ器","09E25"
"10","マッサージ具","09E25,10D01,11A08"
"10","リング状の振動マッサージ器","09E25,10D01,11A08"
"10","電気マッサージ器","09E25,10D01,11A08"
"10","電気式及び電子式のマッサージ用機器・装置及び器具","09E25,10D01,11A08"
"10","電気式及び電子式マッサージ器","09E25,10D01,11A08"
"10","電気式美顔マッサージ器","09E25,11A08"
"10","カーディガン型の磁気治療器","10D01"
"10","バンド型の磁気治療器","10D01"
"10","ベスト型の磁気治療器","10D01"
"10","マフラー型の磁気治療器","10D01"
"10","移植用人工骨組織片","10D01"
"10","医療手術用機械器具","10D01"
"10","医療用インプラント","10D01"
"10","医療用マットレス","10D01"
"10","医療用ロボット","10D01"
"10","医療用画像診断及び解析装置","10D01"
"10","医療用及び歯科用Ｘ線ＣＴ装置","10D01"
"10","医療用及び歯科用Ｘ線撮影装置","10D01"
"10","医療用及び歯科用デジタルＸ線撮影装置","10D01"
"10","医療用検査装置","10D01"
"10","医療用寝台","10D01"
"10","医療用振動式マッサージ器","10D01"
"10","医療用測定装置","10D01"
"10","永久磁石を利用したカーディガン型の磁気治療器","10D01"
"10","永久磁石を利用したバンド型の磁気治療器","10D01"
"10","永久磁石を利用したベスト型の磁気治療器","10D01"
"10","永久磁石を利用したマフラー型の磁気治療器","10D01"
"10","永久磁石を利用した家庭用磁気治療器","10D01"
"10","衛生用・整形外科用並びに足及び肌の治療用及び手入れ用の器具","10D01"
"10","外科・内科・歯科並びに獣医科用器具及び装置","10D01"
"10","外科用・内科用・整形外科用・矯正用・足のケア用・歯科用及び獣医科用機器","10D01"
"10","外傷治療用医療装置","10D01"
"10","骨固定用プレート","10D01"
"10","細胞製剤を用いた治療に使用する医療用機械器具","10D01"
"10","細胞培養に使用される医療用機械器具","10D01"
"10","指及びつま先の固定用の整形外科用機器","10D01"
"10","歯科用機械及び歯科用機械器具","10D01"
"10","人工肩関節","10D01"
"10","人工耳小骨","10D01"
"10","人工足関節","10D01"
"10","人工椎体","10D01"
"10","人工膝関節","10D01"
"10","人工膝骨","10D01"
"10","人工肘関節","10D01"
"10","性交補助用具","10D01"
"10","整形外科膝手術用機械器具","10D01"
